12:09:49.044173 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [39.84525ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:49.095896 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [51.412625ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:49.190723 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [94.413292ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:49.478010 GET /session/a265b91a-a055-4fe0-b724-427a7286b4c0/source [286.559042ms] OK body=
12:09:49.705169 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [221.183417ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:50.129933 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [424.3685ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:50.175928 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [45.544542ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:50.229944 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [53.761208ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:50.264880 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [34.423875ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:50.290663 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [25.490209ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:50.361958 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [70.983959ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:50.418733 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [56.451084ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:50.454157 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [35.110584ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:50.480064 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [25.760709ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:50.498903 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [18.6695ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:50.517100 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [17.9895ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:50.651431 GET /session/a265b91a-a055-4fe0-b724-427a7286b4c0/source [133.787416ms] OK body=
12:09:50.737700 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [83.3525ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:50.769212 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [31.2045ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:50.784827 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [15.300583ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:50.806501 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [21.373ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:50.823454 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [16.635917ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:50.848587 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [24.820583ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:50.887573 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [38.643417ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:50.911486 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [23.558125ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:50.957610 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [45.780083ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:50.994186 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [36.3435ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:51.039844 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [45.376958ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.069907 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [29.727209ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:51.094555 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [24.296791ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:51.126509 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [31.575333ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:51.163799 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [36.969375ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.188654 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [24.523917ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
12:09:51.207844 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [18.880041ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textContains(\"RECOVERY\")"}
12:09:51.223755 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [15.667709ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionContains(\"RECOVERY\")"}
12:09:51.275514 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [51.471291ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().textMatches(\"(?is).*\\QRECOVERY\\E....
12:09:51.295685 POST /session/a265b91a-a055-4fe0-b724-427a7286b4c0/element [19.829167ms] ERR:404 body={"strategy":"-android uiautomator","selector":"new UiSelector().descriptionMatches(\"(?is).*\\QRECOV...
